James Ferraro,Pixarni,2010,3.33,362,Space Ambient:Ambient:,Progressive Electronic:New Age:Drone:,lo-fi:futuristic:surreal:psychedelic:instrumental:atmospheric:ethereal:mysterious:space:,34:24
*Shels,Plains of the Purple Buffalo,2011,3.37,1400,Post-Rock:Post-Metal:,Ambient:Shoegaze:Atmospheric Sludge Metal:,atmospheric:spiritual:triumphant:ethereal:album:vocals:,76:56
múm,Please Smile My Noise Bleed,2001,3.32,278,Downtempo:Electronic:,Ambient Pop:Indietronica:,repetitive:instrumental:,45:45
Black Grape,Pop Voodoo,2017,3.25,102,Alternative Dance:,Baggy / Madchester:Britpop:,,50:24
System 7,Power of Seven⁷,1996,3.46,164,Techno:Progressive House:,Ambient House:Psytrance:,playful:,77:35
Rhapsody,Power of the Dragonflame,2002,3.6,1230,Power Metal:Symphonic Metal:,Neoclassical Metal:,fantasy:energetic:melodic:vocals:epic:triumphant:orchestral:anthemic:lush:album:suspenseful:dense:war:technical:choral:atmospheric:,64:55
Guano Apes,Proud Like a God,1997,3.06,841,Alternative Rock:Nu Metal:,Post-Grunge:Funk Metal:Neo-Psychedelia:Funk Rock:,vocals:heavy:energetic:melodic:aggressive:anxious:,47:53
Tyler Childers,Purgatory,2017,3.66,472,Progressive Country:,Outlaw Country:Bluegrass:Americana:,bittersweet:religious:vocals:love:alcohol:introspective:melodic:pastoral:drugs:,37:21
The Mighty Mighty Bosstones,Question the Answers,1994,3.32,267,Ska Punk:Ska:Pop Punk:,,,40:34
Asian Dub Foundation,R.A.F.I.,1997,3.29,142,Breakbeat:UK Hip Hop:,Ragga:Dub:Drum and Bass:Alternative Rock:,,57:55
Księżyc,Rabbit Eclipse,2015,3.54,587,Avant-Folk:Drone:,Ambient:Psychedelic Folk:Free Folk:,mysterious:vocals:ethereal:folklore:calm:,41:31
Deacon Blue,Raintown,1987,3.52,444,Sophisti-Pop:Pop Rock:,New Wave:,romantic:lush:urban:passionate:vocals:rain:melodic:,41:38
Raja Kirik,Rampokan,2020,3.49,116,Post-Industrial:,Kuda Lumping:Industrial Techno:Gabber:Industrial Hardcore:,ritualistic:mechanical:rhythmic:dense:noisy:occult:avant-garde:mythology:instrumental:hypnotic:chaotic:dissonant:war:suspenseful:surreal:dark:angry:scary:energetic:paranormal:,65:41
Daftside,Random Access Memories Memories,2013,3.13,290,Microhouse:Nu-Disco:,Noise:,rhythmic:,52:18
Synapse,Raw,2005,3.19,92,Art Pop:Electroacoustic:,Glitch:,,
Sophie Ellis-Bextor,Read My Lips,2001,3.31,747,Dance-Pop:Electropop:,Electro-Disco:Nu-Disco:Downtempo:Art Pop:Funky House:,vocals:bittersweet:playful:rhythmic:passionate:energetic:mellow:warm:romantic:party:love:sensual:nocturnal:,50:04
Shadow of Intent,Reclaimer,2017,3.31,376,Deathcore:Melodic Death Metal:,Symphonic Metal:Progressive Metal:,heavy:melodic:vocals:,58:24
Deaf Center,Recount,2014,3.4,142,Ambient:Drone:,Dark Ambient:,atmospheric:,27:07
Taj Mahal,Recycling the Blues &amp; Other Related Stuff,1972,3.38,98,Blues:,Acoustic Blues:Soul Blues:Country Blues:,,36:56
Claro Intelecto,Reform Club,2012,3.26,269,Minimal Techno:Dub Techno:,Dub Techno:,,52:56
Snoop Lion,Reincarnated,2013,2.29,437,Pop Reggae:,Dancehall:Pop Rap:,drugs:mellow:melodic:love:vocals:,44:17
Bikini Kill,Reject All American,1996,3.39,861,Riot Grrrl:Punk Rock:,Indie Rock:,political:,26:51
Protomartyr,Relatives in Descent,2017,3.67,5513,Post-Punk:,Art Punk:Noise Rock:,dark:vocals:existential:philosophical:anxious:political:pessimistic:cryptic:misanthropic:rebellious:noisy:energetic:poetic:rhythmic:sarcastic:serious:deadpan:urban:,43:21
65daysofstatic,"replicr, 2019",2019,3.1,406,Ambient:IDM:,Drone:Glitch:Post-Rock:,atmospheric:dark:mysterious:instrumental:ominous:apocalyptic:eclectic:mechanical:introspective:suspenseful:signatures:futuristic:sombre:,42:08
Jeremy Enigk,Return of the Frog Queen,1996,3.52,406,Indie Pop:Indie Rock:,Chamber Pop:Midwest Emo:Baroque Pop:,vocals:existential:anxious:atmospheric:Christian:passionate:ethereal:music:,29:23
bvdub,Return to Tonglu,2008,3.43,96,Ambient Techno:Dub Techno:,IDM:Ambient:,lonely:sombre:bittersweet:rhythmic:cold:repetitive:meditative:,46:10
DJ Quik,Rhythm-al-ism,1998,3.77,654,West Coast Hip Hop:,G-Funk:Contemporary R&amp;B:,urban:rhythmic:mellow:summer:hedonistic:boastful:lush:party:warm:sexual:energetic:vulgar:vocals:humorous:alcohol:melodic:playful:nocturnal:,70:06
Megadeth,Risk,1999,2.18,3530,Hard Rock:,Heavy Metal:,anthemic:vocals:eclectic:,51:33
Twilight Ritual,Rituals,1986,3.4,263,Coldwave:Minimal Wave:Synthpop:,Minimal Synth:,rhythmic:urban:cold:futuristic:mechanical:melodic:minimalistic:vocals:,40:06
La Dispute,Rooms of the House,2014,3.43,2329,Post-Hardcore:,Emo:,lonely:poetic:passionate:sad:introspective:love:album:bittersweet:serious:breakup:vocals:romantic:sentimental:winter:,41:49
Roosevelt,Roosevelt,2016,3.39,462,Synthpop:Dance-Pop:,Nu-Disco:Balearic Beat:Chillwave:Alternative Dance:,vocals:uplifting:melodic:summer:rhythmic:passionate:warm:lush:,46:43
Severed Heads,Rotund for Success,1988,3.42,195,Electro-Industrial:New Beat:,Halloween Music:Darkwave:Synthpop:Acid House:,Halloween:rhythmic:sampling:,58:57
Voivod,Rrröööaaarrr,1986,3.24,1484,Thrash Metal:,Crossover Thrash:,angry:aggressive:energetic:violence:raw:vocals:noisy:apocalyptic:chaotic:martial:,36:32
Full of Hell,Rudiments of Mutilation,2013,3.46,953,Powerviolence:Sludge Metal:Metalcore:,Noise:Grindcore:,chaotic:infernal:aggressive:noisy:angry:vocals:dark:dissonant:nihilistic:ominous:misanthropic:energetic:raw:heavy:dense:,24:11
Emancipator,Safe in the Steep Cliffs,2010,3.32,916,Trip Hop:,Downtempo:Nu Jazz:,peaceful:soothing:calm:atmospheric:,57:17
Sega Bodega,Salvador,2020,3.06,917,Alternative R&amp;B:Art Pop:UK Bass:,Deconstructed Club:Trap:Glitch Pop:Glitch Hop:UK Bass:,atmospheric:vocals:love:futuristic:anxious:sexual:melancholic:vocals:bittersweet:sombre:surreal:nocturnal:urban:calm:ethereal:,36:56
Kinshi Tsuruta,Satsuma biwa,1991,3.51,132,Heikyoku:,,acoustic:sparse:spiritual:minimalistic:meditative:history:suspenseful:mysterious:ritualistic:hypnotic:,59:43
Lebanon Hanover,Sci-Fi Sky,2020,3.27,285,Darkwave:Gothic Rock:,Coldwave:,introspective:rhythmic:vocals:anxious:nocturnal:longing:dark:melancholic:alienation:poetic:sombre:atmospheric:vocals:cold:depressive:manic:sad:mechanical:,50:07
Ornette Coleman,Science Fiction,1972,3.87,2355,Free Jazz:Avant-Garde Jazz:,,improvisation:avant-garde:technical:chaotic:energetic:passionate:spiritual:apocalyptic:dense:vocals:eclectic:complex:fiction:,39:39
Scissor Sisters,Scissor Sisters,2004,3.36,2167,Dance-Pop:Pop Rock:,Disco:Glam Rock:,sexual:quirky:playful:LGBT:rhythmic:vocals:melodic:party:eclectic:vocals:energetic:,42:54
Tee Grizzley,Scriptures,2019,2.69,132,Trap:,Gangsta Rap:Pop Rap:Detroit Trap:,vocals:crime:energetic:cold:,39:56
Sorry about my face,seems like an echo inside my head,2018,3.3,118,Breakcore:IDM:,Ambient:Atmospheric Drum and Bass:,atmospheric:depressive:drugs:nocturnal:cold:,29:04
Héroes del Silencio,Senderos de traición,1990,3.71,1226,Gothic Rock:Alternative Rock:,Hard Rock:Jangle Pop:Post-Punk:,passionate:rhythmic:melancholic:lush:melodic:poetic:atmospheric:vocals:sombre:,41:32
Andy Gibb,Shadow Dancing,1978,3.0,133,Disco:,Rhythm &amp; Blues:Blue-Eyed Soul:,,40:58
Persefone,Shin-ken,2009,3.47,608,Progressive Metal:Death Metal:,Melodic Death Metal:,manic:violence:album:suspenseful:ideology:spiritual:,61:18
Femi Kuti,Shoki Shoki,1998,3.51,248,Afrobeat:,Jazz-Funk:,melodic:uplifting:rhythmic:warm:ensemble:rebellious:vocals:energetic:passionate:,56:21
Manowar,Sign of the Hammer,1984,3.58,1689,Heavy Metal:US Power Metal:,Power Metal:,triumphant:epic:boastful:anthemic:energetic:mythology:heavy:vocals:passionate:apocalyptic:rhythmic:melodic:,40:29
Deux filles,Silence &amp; Wisdom,1982,3.44,1244,Ambient:Ambient Pop:,Sound Collage:Ethereal Wave:Ambient:Post-Rock:Spoken Word:,mysterious:avant-garde:album:LGBT:surreal:calm:nocturnal:atmospheric:ominous:peaceful:sampling:soft:ethereal:psychedelic:,
Le Butcherettes,Sin Sin Sin,2011,3.09,216,Garage Rock:Garage Punk:,,,
Chet Baker,"Sings and Plays With Bud Shank, Russ Freeman and Strings",1955,3.6,204,Vocal Jazz:Standards:,Cool Jazz:,love:melodic:melancholic:mellow:,
Knxwledge,Skr∆wberries.Funr∆isrs Vol. 3,2010,3.42,329,Lo-Fi Hip Hop:Instrumental Hip Hop:,Wonky:,mellow:playful:sampling:warm:hypnotic:psychedelic:lo-fi:lush:,30:10
Ivar Bjørnson,Skuggsjá: A Piece for Mind &amp; Mirror,2016,3.47,597,Nordic Folk Music:Dark Folk:Folk Metal:Neo-Pagan Folk:,Black Metal:,pagan:dark:mythology:folklore:epic:vocals:atmospheric:melancholic:nature:sombre:progressive:dense:,60:07
At the Gates,Slaughter of the Soul,1995,3.73,5933,Melodic Death Metal:,,energetic:angry:heavy:melodic:anti-religious:misanthropic:aggressive:pessimistic:death:vocals:passionate:,34:26
Sybreed,Slave Design,2004,3.42,437,Industrial Metal:Cyber Metal:,Groove Metal:Djent:Melodic Death Metal:,fiction:heavy:futuristic:rhythmic:vocals:atmospheric:misanthropic:melodic:mechanical:cold:apocalyptic:political:,58:49
EABS,Slavic Spirits,2019,3.45,667,Jazz Fusion:,Spiritual Jazz:,instrumental:improvisation:atmospheric:playful:,43:42
Ty Segall,Sleeper,2013,3.31,978,Psychedelic Folk:Singer/Songwriter:,Psychedelic Rock:Folk Rock:,psychedelic:pastoral:melancholic:autumn:acoustic:,35:50
Art Pepper Quintet,Smack Up,1960,3.75,144,Hard Bop:,Cool Jazz:,instrumental:acoustic:,37:37
Snuff,Snuff,2009,3.05,110,Power Electronics:,Harsh Noise:Field Recordings:,crime:scary:violence:ominous:noisy:atmospheric:album:dark:death:,83:11
CCCP Fedeli alla Linea,Socialismo e barbarie,1987,3.48,586,Post-Punk:Art Punk:,Punk Rock:New Wave:,energetic:anthemic:vocals:political:noisy:religious:cold:eclectic:passionate:rhythmic:rebellious:manic:mechanical:,37:43
Depeche Mode,Some Great Reward,1984,3.66,5629,Synthpop:,Industrial:New Romantic:EBM:,mechanical:cold:vocals:love:melodic:dark:rhythmic:anxious:sarcastic:sexual:romantic:melancholic:bittersweet:,40:21
Origami Angel,Somewhere City,2019,3.71,2225,Midwest Emo:Emo-Pop:,Math Rock:Pop Punk:Easycore:,energetic:optimistic:uplifting:quirky:passionate:vocals:melodic:album:anthemic:summer:love:bittersweet:warm:playful:longing:sentimental:complex:technical:dense:,29:59
Jeff Hanson,Son,2003,3.71,136,Singer/Songwriter:Folk Pop:Pop Rock:,Twee Pop:,vocals:longing:bittersweet:melancholic:serious:acoustic:sparse:melodic:,44:40
Shame,Songs of Praise,2018,3.31,2835,Post-Punk:Indie Rock:,Post-Hardcore:Art Punk:,raw:energetic:vocals:angry:passionate:rhythmic:introspective:dark:melancholic:pessimistic:sombre:poetic:anxious:melodic:political:atmospheric:misanthropic:dense:eclectic:,38:31
Foo Fighters,Sonic Highways,2014,2.72,2712,Alternative Rock:,Hard Rock:,vocals:energetic:passionate:anthemic:rhythmic:melodic:urban:heavy:warm:introspective:,42:10
Slayer,South of Heaven,1988,3.85,9753,Thrash Metal:,,angry:dark:vocals:death:heavy:energetic:aggressive:infernal:misanthropic:war:ominous:rhythmic:satanic:,36:47
S.O.D.,Speak English or Die,1985,3.65,2698,Crossover Thrash:,Thrash Metal:,humorous:aggressive:satirical:sarcastic:rhythmic:vocals:energetic:heavy:violence:vulgar:,28:36
Cacophony,Speed Metal Symphony,1987,3.37,783,Neoclassical Metal:Heavy Metal:Speed Metal:,,technical:energetic:,45:18
Nujabes,Spiritual State,2011,3.48,2340,Instrumental Hip Hop:Jazz Rap:,Downtempo:,sentimental:mellow:bittersweet:melancholic:lush:sampling:peaceful:spiritual:autumn:,60:16
Lush,Spooky,1992,3.49,2581,Dream Pop:Shoegaze:,Ethereal Wave:,ethereal:love:atmospheric:hypnotic:vocals:breakup:warm:psychedelic:introspective:mellow:soothing:bittersweet:sensual:melodic:fantasy:,48:21
Eli Keszler,Stadium,2018,3.48,987,Avant-Garde Jazz:Electroacoustic:,Ambient:Field Recordings:,warm:atmospheric:mellow:avant-garde:complex:instrumental:meditative:urban:signatures:acoustic:technical:,51:19
OOBE,Stealth,2015,3.3,398,Outsider House:Dub Techno:,,rhythmic:nocturnal:dark:atmospheric:ethereal:urban:instrumental:,
Sylvester,Step II,1978,3.35,305,Disco:Soul:,Electro-Disco:,rhythmic:party:passionate:vocals:energetic:uplifting:urban:lush:vocals:warm:LGBT:,35:08
Tholen,Sternklang,2007,3.5,68,Dark Ambient:Space Ambient:,,space:dark:atmospheric:,71:09
CunninLynguists,Strange Journey Volume Three,2014,3.52,1360,Southern Hip Hop:Boom Bap:,Conscious Hip Hop:,atmospheric:album:lush:space:vocals:fiction:conscious:,50:48
Gwenifer Raymond,Strange Lights Over Garth Mountain,2020,3.62,133,American Primitivism:,,mysterious:instrumental:repetitive:surreal:,44:55
Kyle Dixon,Stranger Things 2,2017,3.52,254,Television Music:Synthwave:,Progressive Electronic:Ambient:Horror Synth:,dark:instrumental:ominous:mysterious:fiction:futuristic:,71:38
Straylight Run,Straylight Run,2004,3.34,410,Indie Pop:Emo-Pop:,Piano Rock:Emo:Chamber Pop:,passionate:melodic:uplifting:bittersweet:,53:11
Destroyer,Streethawk: A Seduction,2001,3.72,2397,Indie Rock:Chamber Pop:,Singer/Songwriter:Glam Rock:,poetic:passionate:philosophical:melodic:vocals:bittersweet:lush:quirky:warm:love:playful:uplifting:,43:55
Benediction,Subconscious Terror,1990,3.19,509,Death Metal:,,rhythmic:introspective:cryptic:heavy:pessimistic:vocals:,38:02
The Selecter,Subculture,2015,3.32,31,2 Tone:,,vocals:vocals:,44:52
múm,Summer Make Good,2004,3.39,1226,Post-Rock:Folktronica:,Indietronica:Ambient:,mellow:calm:vocals:soothing:dense:mysterious:,46:50
Alva Noto + Ryuichi Sakamoto,Summvs,2011,3.36,642,Glitch:Ambient:,Modern Classical:Ambient:Microsound:Lowercase:,calm:,56:41
The Cardigans,Super Extra Gravity,2005,3.38,717,Pop Rock:Indie Pop:,Alternative Rock:,,40:30
SuperHeavy,SuperHeavy,2011,2.53,292,Pop Reggae:,Reggae:Pop Soul:Pop Rock:,,52:56
鈴木亜美 ,Supreme Show,2008,3.31,100,J-Pop:Electropop:Dance-Pop:,Electro House:Nu-Disco:UK Hard House:,repetitive:dense:rhythmic:vocals:,56:02
Pixies,Surfer Rosa,1988,3.95,25231,Indie Rock:Alternative Rock:,Noise Rock:Post-Hardcore:,energetic:raw:humorous:playful:noisy:vocals:vocals:anxious:chaotic:manic:quirky:rebellious:sarcastic:melodic:aggressive:,
The Beach Boys,Surfin' U.S.A,1963,2.85,2969,Surf Rock:Vocal Surf:,Rock &amp; Roll:Doo-Wop:,summer:optimistic:vocals:warm:group:melodic:happy:aquatic:uplifting:,23:26
Sylvan Esso,Sylvan Esso,2014,3.23,831,Electropop:Indietronica:,Alternative R&amp;B:,vocals:rhythmic:mellow:soothing:introspective:melodic:quirky:,38:13
Rhapsody,Symphony of Enchanted Lands,1998,3.61,1876,Power Metal:Symphonic Metal:,Neoclassical Metal:Baroque Music:,fantasy:epic:triumphant:energetic:vocals:anthemic:melodic:album:passionate:medieval:orchestral:optimistic:war:technical:progressive:,56:00
Eesti Filharmoonia Kammerkoor,Te Deum,1993,3.83,872,Modern Classical:Choral:Christian Liturgical Music:,Minimalism:,religious:ethereal:sombre:choral:mellow:,65:54
Sparks,Terminal Jive,1980,3.07,585,Synthpop:,Hi-NRG:,quirky:melodic:,35:55
Gojira,Terra incognita,2001,3.43,2366,Death Metal:Progressive Metal:,Groove Metal:,heavy:vocals:aggressive:angry:rhythmic:political:space:philosophical:nature:dense:meditative:,66:49
Pavement,Terror Twilight,1999,3.57,5084,Indie Rock:,Indie Pop:,mellow:bittersweet:playful:vocals:melancholic:warm:love:lush:abstract:romantic:psychedelic:summer:soft:,44:23
Lil Wayne,Tha Carter V,2018,3.06,4077,Southern Hip Hop:Trap:Pop Rap:,Contemporary R&amp;B:Hardcore Hip Hop:,introspective:vocals:boastful:sentimental:sexual:triumphant:hedonistic:energetic:rhythmic:drugs:urban:longing:melancholic:uplifting:playful:vulgar:sampling:eclectic:,87:52
Sufjan Stevens,The Age of Adz,2010,3.81,13809,Art Pop:Progressive Pop:Indietronica:,Glitch Pop:Folktronica:Chamber Pop:,epic:futuristic:dense:introspective:complex:lush:love:passionate:anxious:vocals:apocalyptic:Christian:existential:melodic:atmospheric:bittersweet:progressive:sentimental:triumphant:melancholic:album:LGBT:chaotic:eclectic:signatures:death:spiritual:anthemic:fiction:,74:49
Glenn Branca,The Ascension,1981,3.92,9458,No Wave:Noise Rock:Totalism:Experimental Rock:,Totalism:Post-Rock:Post-Minimalism:,instrumental:dissonant:suspenseful:noisy:avant-garde:repetitive:rhythmic:apocalyptic:raw:complex:ominous:hypnotic:cold:,42:07
toe,The Book About My Idle Plot on a Vague Anxiety,2005,3.67,4210,Math Rock:Post-Rock:,Midwest Emo:,instrumental:rhythmic:signatures:melodic:calm:melancholic:sentimental:mellow:technical:atmospheric:playful:,38:16
Techno Animal,The Brotherhood of the Bomb,2001,3.68,1804,Industrial Hip Hop:Illbient:Hardcore Hip Hop:Abstract Hip Hop:,Noise:Abstract Hip Hop:Instrumental Hip Hop:Power Noise:,mechanical:noisy:rhythmic:atmospheric:vocals:dark:cold:dense:urban:heavy:aggressive:raw:dissonant:ominous:apocalyptic:futuristic:infernal:nocturnal:surreal:,61:07
Ahab,The Call of the Wretched Sea,2006,3.65,2154,Funeral Doom Metal:,Death Doom Metal:,heavy:aquatic:atmospheric:album:vocals:epic:nature:dense:depressive:lethargic:cold:,67:49
Mr. Oizo,The Church,2014,3.26,505,Electro House:Wonky Techno:,Glitch:Tech House:Fidget House:,sampling:instrumental:humorous:mechanical:rhythmic:quirky:repetitive:noisy:party:playful:aggressive:dissonant:,29:46
Deepchord Presents Echospace,The Coldest Season,2007,3.57,1491,Dub Techno:Ambient Techno:Ambient Dub:,,cold:winter:atmospheric:hypnotic:nocturnal:instrumental:rhythmic:repetitive:calm:mellow:minimalistic:,79:47
David Byrne,The Catherine Wheel,1981,3.68,637,Art Rock:Post-Punk:,Ambient:Afrobeat:New Wave:,rhythmic:abstract:ominous:atmospheric:cryptic:surreal:complex:vocals:sampling:,68:56
Shack,The Corner of Miles and Gil,2006,3.58,166,Folk Pop:Indie Pop:,Folk Rock:,,52:54
Dethklok,The Dethalbum,2007,3.23,1404,Melodic Death Metal:Musical Parody:,Television Music:,dark:vulgar:satirical:aggressive:humorous:hateful:vocals:violence:death:repetitive:,52:15
Converge,The Dusk in Us,2017,3.72,4763,Metalcore:,Post-Hardcore:Mathcore:Sludge Metal:,heavy:dark:introspective:passionate:aggressive:raw:vocals:energetic:dense:technical:existential:noisy:complex:signatures:angry:chaotic:sombre:atmospheric:,43:53
Obituary,The End Complete,1992,3.49,1437,Death Metal:,,death:heavy:rhythmic:vocals:dark:ominous:aggressive:energetic:,36:17
Skeeter Davis,The End of the World,1963,3.4,125,Nashville Sound:,,vocals:love:melodic:longing:melancholic:,
Lostprophets,The Fake Sound of Progress,2000,2.86,815,Nu Metal:,Post-Hardcore:Alternative Rock:,vocals:rhythmic:urban:heavy:passionate:energetic:,52:13
The Chariot,The Fiancée,2007,3.38,490,Metalcore:,Mathcore:,heavy:chaotic:raw:vocals:dissonant:energetic:eclectic:,29:36
The Feelies,The Good Earth,1986,3.63,1679,Jangle Pop:Indie Pop:,,warm:vocals:pastoral:mellow:rhythmic:peaceful:summer:,35:50
The Head and the Heart,The Head and the Heart,2010,3.18,670,Indie Folk:Folk Pop:Americana:,Indie Pop:,melodic:,33:54
W.A.S.P.,The Headless Children,1989,3.83,1807,Heavy Metal:,,political:vocals:dark:melodic:energetic:heavy:war:apocalyptic:rebellious:passionate:anthemic:,49:02
Billy Preston,The Kids &amp; Me,1974,3.19,96,Rhythm &amp; Blues:Soul:,Funk:Pop Soul:,,33:22
The Kilimanjaro Darkjazz Ensemble,The Kilimanjaro Darkjazz Ensemble,2006,3.45,1298,Dark Jazz:Nu Jazz:Downtempo:,Dark Ambient:Trip Hop:,dark:nocturnal:meditative:melancholic:instrumental:atmospheric:,69:07
Sinéad O'Connor,The Lion and the Cobra,1987,3.7,2011,Art Pop:Pop Rock:Singer/Songwriter:,Alternative Rock:Progressive Pop:Art Rock:Jangle Pop:Gothic Rock:Celtic New Age:,passionate:raw:bittersweet:vocals:energetic:epic:triumphant:eclectic:,41:53
Lankum,The Livelong Day,2019,3.63,413,Irish Folk Music:,Drone:,vocals:vocals:folklore:,56:11
Turin Brakes,The Optimist LP,2001,3.43,549,Folk Pop:Indie Folk:Indie Pop:,Folk Rock:,vocals:mellow:melancholic:,51:51
10cc,The Original Soundtrack,1975,3.51,1815,Art Pop:Progressive Pop:Pop Rock:,,vocals:humorous:melodic:sarcastic:quirky:progressive:satirical:playful:,41:47
Bongwater,The Power of Pussy,1991,3.53,479,Alternative Rock:Psychedelic Folk:,Spoken Word:Psychedelic Rock:Satire:,sexual:satirical:raw:psychedelic:playful:vocals:vocals:vulgar:sampling:,51:52
The Stone Roses,The Remixes,2000,2.95,155,Alternative Dance:Neo-Psychedelia:Baggy / Madchester:,,,69:19
Elklink,The Rise of Elklink,1999,2.59,93,Tape Music:Sound Poetry:Musique concrète:,Field Recordings:,,
Children of the Corn,The Single,1995,3.33,309,Memphis Rap:Horrorcore:Southern Hip Hop:,,lo-fi:violence:sampling:dark:vocals:nocturnal:crime:scary:raw:cryptic:disturbing:dissonant:repetitive:lethargic:occult:Halloween:apathetic:,
Death in June,The Snow Bunker Tapes,2013,2.94,400,Neofolk:,,lonely:vocals:acoustic:atmospheric:,56:05
Boris,The Thing Which Solomon Overlooked 2,2006,2.91,442,Drone:Drone Metal:,Noise:Drone Metal:,noisy:dissonant:instrumental:chaotic:,
Queensrÿche,The Warning,1984,3.67,1881,Heavy Metal:US Power Metal:,Progressive Metal:,melodic:energetic:vocals:fiction:album:progressive:anxious:anthemic:epic:passionate:fantasy:,48:06
Spoon,They Want My Soul,2014,3.53,3350,Indie Rock:,Indie Pop:,energetic:melodic:vocals:urban:rhythmic:bittersweet:melancholic:,37:37
LCD Soundsystem,This Is Happening,2010,3.81,15166,Dance-Punk:Indietronica:,Alternative Dance:New Wave:Electro-Disco:New Rave:,rhythmic:sarcastic:energetic:repetitive:vocals:bittersweet:deadpan:quirky:eclectic:nocturnal:uplifting:party:melodic:anthemic:playful:passionate:introspective:humorous:urban:,65:32
DJ Lescalleet,This Is What I Do - Volume 11,2015,3.24,163,Chopped and Screwed:Tape Music:,Plunderphonics:,sampling:lethargic:surreal:psychedelic:mellow:,59:54
Destroyer,This Night,2002,3.51,777,Indie Rock:Chamber Pop:Indie Pop:,Singer/Songwriter:Progressive Pop:,nocturnal:playful:poetic:passionate:,68:01
Anthony Braxton,This Time...,1970,3.17,134,Avant-Garde Jazz:Modern Creative:,Free Improvisation:,avant-garde:improvisation:surreal:,36:23
Machine Head,Through the Ashes of Empires,2003,3.48,2009,Groove Metal:,Thrash Metal:,heavy:aggressive:angry:energetic:dark:,53:28
Tiger Army,Tiger Army,1999,3.31,261,Psychobilly:Punk Rock:,Rockabilly:Country:,,32:33
Tiger Trap,Tiger Trap,1993,3.63,2243,Twee Pop:,Noise Pop:Jangle Pop:,energetic:happy:melodic:romantic:vocals:lo-fi:summer:love:bittersweet:,29:59
Tindersticks,Tindersticks,1993,3.79,3928,Chamber Pop:,Indie Rock:,bittersweet:melancholic:vocals:passionate:melodic:lush:sombre:atmospheric:mellow:autumn:,76:52
Linton Kwesi Johnson,Tings an' Times,1991,3.64,109,Dub Poetry:,Zouk:,,37:16
Edguy,Tinnitus Sanctus,2008,3.09,526,Heavy Metal:Power Metal:,Hard Rock:,rebellious:melodic:,53:37
파란노을 ,To See the Next Part of the Dream,2021,3.7,9736,Shoegaze:Emo:,Noise Pop:Post-Rock:Post-Hardcore:,noisy:melancholic:raw:vocals:introspective:self-hatred:alienation:atmospheric:dense:depressive:longing:sad:ethereal:album:warm:spring:lush:lo-fi:poetic:urban:lonely:nihilistic:anxious:passionate:bittersweet:pessimistic:sentimental:,61:37
Martin Siewert,Too Beautiful to Burn,2003,3.57,393,EAI:,Drone:,instrumental:atmospheric:mysterious:improvisation:avant-garde:sparse:ethereal:warm:,45:02
Transplants,Transplants,2002,3.09,513,Punk Rock:Rap Rock:,Hardcore Punk:Ska Punk:,vocals:aggressive:drugs:,45:13
Schammasch,Triangle,2016,3.53,1077,Black Metal:,Tribal Ambient:Doom Metal:Progressive Metal:Avant-Garde Metal:Death Metal:,occult:dark:spiritual:complex:philosophical:vocals:progressive:atmospheric:tribal:avant-garde:ritualistic:triumphant:poetic:dense:energetic:existential:death:,100:23
Kid Creole &amp; The Coconuts,Tropical Gangsters,1982,3.63,456,Pop:Funk:Disco:,Funk:Latin Disco:,boastful:vocals:vocals:playful:rhythmic:energetic:happy:,39:52
Billy Joel,Turnstiles,1976,3.59,1329,Pop Rock:Piano Rock:Singer/Songwriter:,Progressive Pop:,melodic:melancholic:bittersweet:mellow:sentimental:,36:39
Bathory,Twilight of the Gods,1991,3.66,2673,Viking Metal:,Epic Doom Metal:,epic:pagan:mythology:folklore:vocals:melodic:history:passionate:triumphant:heavy:,56:50
Trixie Mattel,Two Birds,2017,3.06,95,Country:Singer/Songwriter:,Country Pop:Contemporary Folk:Bluegrass:,LGBT:vocals:love:,23:16
Duke,Uingizaji Hewa,2019,3.15,450,Singeli:,Kidumbak:Footwork:,energetic:repetitive:rhythmic:chaotic:manic:sampling:raw:vocals:quirky:vocals:party:anxious:,40:12
Slayer,Undisputed Attitude,1996,2.83,2798,Crossover Thrash:Hardcore Punk:,,aggressive:angry:anarchism:political:vocals:energetic:violence:,33:01
Sinéad O'Connor,Universal Mother,1994,3.49,596,Pop Rock:,Art Pop:Trip Hop:,love:passionate:vocals:political:longing:,52:21
N.A.D.M.A.,Uno zingaro di Atlante con un fiore a New York,1973,3.61,179,Free Jazz:Spiritual Jazz:,Free Improvisation:,anxious:improvisation:spiritual:complex:dissonant:avant-garde:ritualistic:,34:31
Parliament,Up for the Down Stroke,1974,3.59,966,P-Funk:,Psychedelic Soul:,group:sensual:rhythmic:sexual:psychedelic:playful:vocals:,39:47
浦邊雅祥 ,Urklang,2002,3.37,66,Free Improvisation:,,,
Saint Vitus,V,1990,3.63,670,Traditional Doom Metal:Doom Metal:,,heavy:lethargic:,35:52
Wavves,V,2015,2.86,1094,Power Pop:Pop Punk:,Indie Rock:,noisy:energetic:lo-fi:introspective:rebellious:alcohol:breakup:depressive:psychedelic:,
DragonForce,Valley of the Damned,2003,3.0,1609,Power Metal:,,energetic:fantasy:melodic:vocals:technical:epic:uplifting:anthemic:manic:,51:05
